entity,year,observation_value_-_indicator:_infant_mortality_rate_-_sex:_female_-_wealth_quintile:_total_-_unit_of_measure:_deaths_per_100_live_births,observation_value_-_indicator:_infant_mortality_rate_-_sex:_male_-_wealth_quintile:_total_-_unit_of_measure:_deaths_per_100_live_births,period_life_expectancy_-_sex:_female_-_age:_0,period_life_expectancy_-_sex:_male_-_age:_0,gdp_per_capita,health_expenditure_per_capita_-_total,aggregated_infant_mortality,aggregated_life_expectancy
Portugal,2003,0.39207846,0.46238503,80.8601,74.2329,23677.52,2493.364,0.427231745,77.54650000000001
Portugal,2004,0.35984078,0.4257049,81.8004,74.9629,24142.766,2639.802,0.39277284,78.38165000000001
Portugal,2005,0.3341988,0.39523843,81.6469,74.9007,24377.95,2681.32,0.364718615,78.2738
Portugal,2006,0.31440955,0.3729524,82.5667,75.5169,24809.04,2636.059,0.343680975,79.0418
Portugal,2007,0.30110043,0.35706097,82.5519,75.9379,25477.205,2673.392,0.3290807,79.2449
Portugal,2008,0.29125965,0.34600967,82.7722,76.291,25590.88,2750.652,0.31863465999999996,79.5316
Portugal,2009,0.28328076,0.33783564,82.9274,76.5752,24902.457,2882.594,0.3105582,79.7513
Portugal,2010,0.27718288,0.33120498,83.2149,76.8567,25463.164,2879.56,0.30419393,80.0358
Portugal,2011,0.27237925,0.3268729,83.6777,77.3112,25133.0,2717.303,0.29962607500000005,80.49445
Portugal,2012,0.26953185,0.32415262,83.5558,77.3835,24211.438,2576.386,0.296842235,80.46965
Portugal,2013,0.2675609,0.32324702,83.9799,77.6498,24119.96,2528.338,0.29540396,80.81485
Portugal,2014,0.2666587,0.323489,84.3474,78.0842,24442.387,2552.361,0.29507385,81.2158
Portugal,2015,0.26657137,0.3235254,84.2503,78.1972,24983.701,2635.561,0.29504838499999997,81.22375
Portugal,2016,0.26616603,0.32253632,84.3096,78.2309,25568.695,2735.426,0.29435117499999996,81.27025
Portugal,2017,0.26446095,0.3198132,84.5347,78.5862,26529.986,2805.527,0.29213707499999997,81.56045
Portugal,2018,0.26106158,0.31438288,84.4782,78.5176,27329.69,2927.606,0.28772222999999997,81.4979
Portugal,2019,0.25546104,0.3065157,84.7533,78.966,28056.057,3061.136,0.28098837,81.85964999999999
Portugal,2020,0.24856202,0.2971338,84.1997,78.3812,25700.283,3129.934,0.27284790999999997,81.29045
Portugal,2021,0.24143824,0.28796378,84.2505,78.4067,27138.479,3466.606,0.26470101,81.3286
Portugal,2022,0.23486654,0.27990657,84.194,78.0897,28992.059,3480.329,0.257386555,81.14185
Romania,2003,1.5017532,1.8844373,74.4216,67.275,9369.233,581.96,1.69309525,70.8483
Romania,2004,1.4539592,1.825392,74.6117,67.6221,10531.172,670.744,1.6396756,71.1169
Romania,2005,1.3667772,1.7164619,74.9829,68.1978,11313.822,740.08,1.54161955,71.59035
Romania,2006,1.2627823,1.5772257,75.5634,68.7794,12823.231,772.104,1.420004,72.1714
Romania,2007,1.1487049,1.4414327,76.304,69.2919,14418.83,892.985,1.2950688000000001,72.79795
Romania,2008,1.0507287,1.3229215,77.0319,69.447,16347.344,1024.358,1.1868251,73.23945
Romania,2009,0.9810767,1.232774,77.3396,69.6374,15866.127,1026.156,1.10692535,73.4885
Romania,2010,0.9301823,1.1662388,77.3324,69.8899,16377.328,1042.288,1.0482105499999999,73.61115000000001
Romania,2011,0.8865444,1.109184,77.8643,70.7275,17174.0,872.353,0.9978642,74.2959
Romania,2012,0.8433709,1.0502927,77.8285,70.8199,17580.932,896.818,0.9468318,74.3242
Romania,2013,0.79292107,0.98919946,78.3427,71.487,17691.443,1038.531,0.891060265,74.91485
Romania,2014,0.73632777,0.921605,78.314,71.2454,18487.26,1048.101,0.828966385,74.77969999999999
Romania,2015,0.68053627,0.84958553,78.2648,71.2401,19162.186,1087.328,0.7650609,74.75245
Romania,2016,0.6289106,0.78020626,78.605,71.4753,19825.604,1153.627,0.7045584300000001,75.04015000000001
Romania,2017,0.58537704,0.71591914,78.6131,71.4808,23003.695,1306.358,0.65064809,75.04695000000001
Romania,2018,0.5442614,0.66118795,78.7779,71.4994,24000.455,1500.001,0.6027246749999999,75.13865
Romania,2019,0.5090269,0.61401486,79.0269,71.7142,23267.516,1632.057,0.56152088,75.37055000000001
Romania,2020,0.48849386,0.57975394,77.9995,70.2832,24799.71,1747.779,0.5341239,74.14134999999999
Romania,2021,0.4846088,0.57559836,76.557,69.1531,26102.588,1940.85,0.53010358,72.85505
Slovakia,1997,0.8196384,1.0236844,76.6665,68.7175,13335.459,1056.395,0.9216614000000001,72.69200000000001
Slovakia,1998,0.7833146,0.9757633,76.7387,68.4559,13822.1875,1069.827,0.8795389499999999,72.59729999999999
Slovakia,1999,0.7515038,0.93086815,77.101,68.8462,13750.333,1044.143,0.841185975,72.9736
Slovakia,2000,0.7213501,0.8936599,77.2973,68.9987,13904.985,1026.168,0.8075049999999999,73.148
Slovakia,2001,0.69770515,0.861688,77.6552,69.472,14361.901,1063.91,0.779696575,73.5636
Slovakia,2002,0.67879105,0.83502305,77.6928,69.79,14984.731,1158.988,0.7569070499999999,73.7414
Slovakia,2003,0.6610981,0.81107104,77.7899,69.8076,15773.095,1194.816,0.73608457,73.79875
Slovakia,2004,0.6400753,0.78755677,78.0229,70.3279,16570.861,1471.091,0.713816035,74.1754
Slovakia,2005,0.6164924,0.76229686,78.0828,70.1825,17649.52,1587.991,0.68939463,74.13265000000001
Slovakia,2006,0.59212655,0.7352934,78.3743,70.4089,19099.428,1752.916,0.663709975,74.39160000000001
Slovakia,2007,0.57083523,0.7040187,78.3471,70.5812,21109.94,2009.143,0.637426965,74.46414999999999
Slovakia,2008,0.54706913,0.6768428,78.8573,70.8269,22231.988,2020.305,0.6119559649999999,74.84209999999999
Slovakia,2009,0.5260352,0.6521801,78.9592,71.386,20953.037,2143.457,0.5891076500000001,75.17259999999999
Slovakia,2010,0.5088687,0.6307908,79.1574,71.736,21941.213,2191.811,0.56982975,75.44669999999999
Slovakia,2011,0.4955535,0.6133634,79.6677,72.257,22483.0,2096.903,0.55445845,75.96235
Slovakia,2012,0.48820537,0.597066,79.7533,72.4838,22745.203,2144.471,0.542635685,76.11855
Slovakia,2013,0.48012337,0.5856801,79.9783,72.9064,22860.525,2126.45,0.532901735,76.44235
Slovakia,2014,0.47177458,0.57551426,80.3102,73.2452,23453.041,1999.429,0.52364442,76.7777
Slovakia,2015,0.46327075,0.5665671,80.108,73.0885,24647.719,2059.132,0.514918925,76.59825000000001
Slovakia,2016,0.45552164,0.55815,80.547,73.7434,25087.715,2154.288,0.50683582,77.14519999999999
Slovakia,2017,0.44859987,0.5507945,80.5719,73.7541,25788.756,2136.062,0.499697185,77.163
Slovakia,2018,0.44363347,0.54460156,80.6042,73.8315,26790.652,2183.357,0.494117515,77.21785
Slovakia,2019,0.44000214,0.54075646,81.0102,74.2645,27429.225,2318.275,0.49037929999999996,77.63735
Slovakia,2020,0.4381122,0.5386151,80.2326,73.4486,26468.295,2309.377,0.48836365000000004,76.8406
Slovakia,2021,0.4371778,0.53818756,78.1359,71.168,27365.623,2621.165,0.48768268000000004,74.65195
Slovakia,2022,0.43616313,0.53863275,80.4294,73.6219,27519.287,2581.432,0.48739794000000003,77.02565
Slovenia,2000,0.41191682,0.49546942,79.6107,71.8726,21501.336,1858.616,0.45369312,75.74164999999999
Slovenia,2001,0.39080805,0.46857554,80.0268,72.17,22006.953,1939.13,0.429691795,76.0984
Slovenia,2002,0.3712954,0.44360003,80.2141,72.2783,22725.312,2044.836,0.407447715,76.2462
Slovenia,2003,0.35299054,0.42016473,80.1612,72.3439,23257.422,2126.006,0.386577635,76.25255
Slovenia,2004,0.33552533,0.3976079,80.5068,73.1758,24150.584,2174.38,0.366566615,76.84129999999999
Slovenia,2005,0.3181756,0.3760565,81.0064,73.8044,24966.94,2252.783,0.34711605,77.4054
Slovenia,2006,0.30144107,0.35527137,81.3226,74.1487,26182.78,2315.024,0.32835622,77.73564999999999
Slovenia,2007,0.2851717,0.3353637,81.7703,74.649,27832.764,2373.372,0.3102677,78.20965000000001
Slovenia,2008,0.26982123,0.3167618,81.9504,75.1027,28473.596,2530.287,0.293291515,78.52655
Slovenia,2009,0.25563264,0.29973736,82.2366,75.6739,25905.512,2566.892,0.277685,78.95525
Slovenia,2010,0.2425973,0.2840633,82.417,76.043,26000.92,2532.062,0.2633303,79.23
Slovenia,2011,0.2307317,0.27037722,82.5995,76.4302,26004.0,2527.932,0.25055446,79.51485
Slovenia,2012,0.22027989,0.25795358,82.7506,76.6446,25269.232,2488.64,0.23911673500000002,79.6976
Slovenia,2013,0.21116877,0.24716325,82.9986,77.053,24975.363,2468.484,0.22916601,80.0258
Slovenia,2014,0.2031318,0.23810096,83.1451,77.2562,25638.66,2487.394,0.22061638,80.20065
Slovenia,2015,0.19635694,0.23047988,83.3485,77.561,26186.248,2579.281,0.21341841,80.45475
Slovenia,2016,0.19064423,0.22406058,83.3512,77.5948,27004.717,2666.919,0.20735240500000002,80.47300000000001
Slovenia,2017,0.18596728,0.21884215,83.3736,77.7704,28288.89,2689.308,0.202404715,80.572
Slovenia,2018,0.18204577,0.21447317,83.6983,77.9513,29461.344,2832.163,0.19825947,80.82480000000001
Slovenia,2019,0.17873037,0.21115415,83.8074,78.1824,30229.299,3001.683,0.19494226,80.9949
Slovenia,2020,0.17605913,0.20835209,83.1377,77.6353,28733.303,3187.211,0.19220561,80.3865
Slovenia,2021,0.17352237,0.20556578,83.4252,77.5253,31019.943,3414.018,0.189544075,80.47525
Slovenia,2022,0.17072183,0.20240597,83.5225,78.1065,32673.762,3286.08,0.1865639,80.8145
South Africa,2011,3.1071963,3.5597377,63.1385,57.735,11838.0,1136.278,3.3334669999999997,60.43675
South Africa,2012,2.9721587,3.411016,64.4267,58.7135,11938.226,1139.604,3.19158735,61.5701
South Africa,2013,2.8903263,3.3259506,65.2442,59.2329,12048.068,1160.833,3.10813845,62.238550000000004
South Africa,2014,2.8218002,3.251257,66.1844,59.9099,12034.149,1121.941,3.0365286,63.04715
South Africa,2015,2.7583485,3.1824,67.0271,60.8016,12009.91,1151.605,2.97037425,63.91435
South Africa,2016,2.717997,3.1440616,67.9156,61.3318,11908.111,1151.063,2.9310293,64.6237
South Africa,2017,2.6718836,3.0955358,68.58,61.98,11867.522,1140.722,2.8837097,65.28
South Africa,2018,2.6343625,3.0564353,68.9062,62.2957,11873.3,1151.69,2.8453989,65.60095
South Africa,2019,2.6085925,3.027916,69.2157,62.696,11739.936,1168.778,2.81825425,65.95585
South Africa,2020,2.5923836,3.0135903,67.9483,62.1742,10839.133,1148.156,2.80298695,65.06125
South Korea,1970,4.3539696,5.0745187,66.1456,58.4686,2974.8074,94.156,4.71424415,62.307100000000005
South Korea,1971,4.0894027,4.780534,66.6958,58.9016,3221.6746,85.804,4.43496835,62.798700000000004
South Korea,1972,3.8615181,4.5173507,67.3772,59.3472,3387.8906,83.559,4.1894344,63.3622
South Korea,1973,3.6673133,4.3018217,67.9893,59.8501,3822.046,81.419,3.9845675,63.9197
South Korea,1974,3.5058277,4.1218143,68.5507,60.2415,4112.6016,73.922,3.813821,64.3961
South Korea,1975,3.3671532,3.9619586,69.0715,60.6006,4362.007,113.041,3.6645559,64.83605
South Korea,1976,3.2403634,3.820884,69.5068,60.8775,4855.941,128.365,3.5306237,65.19215
South Korea,1977,3.1202404,3.6827145,69.3786,60.3444,5367.795,132.665,3.40147745,64.8615
South Korea,1978,2.9959142,3.5377426,70.0058,60.4841,5856.4966,157.672,3.2668284,65.24494999999999
South Korea,1979,2.8604863,3.3848853,71.292,61.4626,6265.886,217.924,3.1226858,66.3773
South Korea,1980,2.7163932,3.2159698,69.6697,60.5317,6064.04,225.111,2.9661815000000002,65.1007
South Korea,1981,2.5606494,3.0338259,72.3236,62.4259,6398.851,242.478,2.79723765,67.37475
South Korea,1982,2.3959994,2.841548,72.0299,62.5045,6821.475,256.752,2.6187737,67.2672
South Korea,1983,2.2293596,2.6459787,71.5289,62.3223,7611.7344,279.962,2.43766915,66.9256
South Korea,1984,2.0637307,2.4505854,72.8087,63.6915,8303.519,292.032,2.25715805,68.2501
South Korea,1985,1.899781,2.2573192,73.2195,63.9192,8859.355,314.237,2.0785501,68.56935
South Korea,1986,1.7420466,2.070393,73.8367,64.5358,9756.205,340.444,1.9062198000000001,69.18625
South Korea,1987,1.5919983,1.8927234,73.9882,64.9163,10864.975,371.359,1.7423608499999999,69.45225
South Korea,1988,1.4581108,1.730299,74.8681,65.7115,12039.945,432.556,1.5942049,70.2898
South Korea,1989,1.3388231,1.5859169,75.2499,66.3374,12759.489,522.811,1.46237,70.79365
South Korea,1990,1.2318765,1.4552746,75.3916,66.7918,13874.0,562.628,1.3435755500000002,71.0917
South Korea,1991,1.1369828,1.336868,75.766,67.2413,15056.16,577.186,1.2369254,71.50365
South Korea,1992,1.0503495,1.2312995,76.431,68.0547,15712.002,621.313,1.1408245,72.24285
South Korea,1993,0.9699108,1.136048,76.9973,68.6097,16503.434,640.547,1.0529794,72.8035
South Korea,1994,0.89804685,1.0471103,77.1276,68.7871,17720.395,647.107,0.972578575,72.95734999999999
South Korea,1995,0.83250123,0.96671754,77.5118,69.345,19089.299,704.768,0.899609385,73.4284
South Korea,1996,0.77439076,0.8940255,78.1052,70.0141,20204.56,782.284,0.8342081299999999,74.05965
South Korea,1997,0.72140753,0.8322652,78.6152,70.5097,21055.945,791.303,0.7768363650000001,74.56245
South Korea,1998,0.676974,0.77558243,79.1108,71.0082,19624.691,769.312,0.726278215,75.0595
South Korea,1999,0.63606036,0.7277428,79.5547,71.6845,21540.693,862.649,0.68190158,75.61959999999999
South Korea,2000,0.60439473,0.6838314,80.1373,72.3179,23108.018,906.454,0.644113065,76.2276
South Korea,2001,0.5733598,0.6479987,80.8211,72.9873,23804.438,1033.958,0.61067925,76.9042
South Korea,2002,0.54089993,0.61603194,80.9848,73.4166,25250.637,1032.032,0.578465935,77.20070000000001
South Korea,2003,0.5071553,0.5828346,81.0765,73.8362,25679.246,1128.535,0.54499495,77.45635
South Korea,2004,0.47815967,0.5423903,81.5555,74.2802,26646.504,1172.624,0.510274985,77.91784999999999
South Korea,2005,0.44552493,0.5052633,81.9587,74.8434,27443.283,1282.878,0.47539411499999995,78.40105
South Korea,2006,0.41343704,0.47030848,82.5487,75.3973,28516.484,1408.354,0.44187276,78.973
South Korea,2007,0.38463432,0.43904233,82.8498,75.8607,29716.57,1522.259,0.41183832499999995,79.35525
South Korea,2008,0.36121875,0.41341987,83.5059,76.3192,30117.729,1619.579,0.38731930999999997,79.91255
South Korea,2009,0.3410657,0.39417058,83.9994,76.8982,29967.562,1772.205,0.36761814000000004,80.4488
South Korea,2010,0.32383758,0.37991342,84.1893,77.0577,31537.773,1947.717,0.3518755,80.6235
South Korea,2011,0.31144553,0.3666187,84.6178,77.51,32225.0,1991.796,0.339032115,81.0639
South Korea,2012,0.30168247,0.3544017,84.7082,77.6953,32826.48,2054.887,0.328042085,81.20175
South Korea,2013,0.29269522,0.34322459,85.1872,78.2319,33711.656,2151.355,0.317959905,81.70955000000001
South Korea,2014,0.28345972,0.33377573,85.7044,78.7374,34573.09,2293.278,0.308617725,82.2209
South Korea,2015,0.2747436,0.32520726,85.7693,79.0161,35357.52,2465.926,0.29997543,82.39269999999999
South Korea,2016,0.26630974,0.31755883,86.0908,79.4366,36255.24,2656.41,0.291934285,82.7637
South Korea,2017,0.25811073,0.30982187,86.3858,79.8529,37296.047,2810.438,0.2839663,83.11935
South Korea,2018,0.24966073,0.30114555,86.4484,79.9455,38214.324,3031.268,0.27540314,83.19695
South Korea,2019,0.24109027,0.2914228,86.7402,80.3402,38935.992,3316.783,0.266256535,83.5402
South Korea,2020,0.23210128,0.28072852,86.8,80.2775,38606.984,3372.837,0.2564149,83.53875
South Korea,2021,0.22316813,0.26951402,86.9169,80.5243,40277.953,3944.446,0.24634107500000002,83.72059999999999
South Korea,2022,0.21424183,0.2584912,85.7651,79.5707,41320.9,4223.628,0.236366515,82.6679
Spain,1970,2.4416249,3.0979962,74.8667,69.3281,9502.939,465.075,2.76981055,72.0974
Spain,1971,2.2593772,2.8590655,74.5586,68.8419,9885.877,547.559,2.5592213499999996,71.70025
Spain,1972,2.0844805,2.6321652,75.6362,70.1508,10787.692,621.507,2.3583228500000004,72.8935
Spain,1973,1.9042383,2.4423065,75.5264,69.8462,11629.702,650.254,2.1732724,72.68629999999999
Spain,1974,1.7610443,2.2520254,75.9289,70.1632,12379.95,729.383,2.00653485,73.04605000000001
Spain,1975,1.6308635,2.0784261,76.3496,70.5401,12613.324,762.122,1.8546448,73.44485
Spain,1976,1.5060185,1.9230554,76.7079,70.8147,13044.986,864.689,1.7145369499999998,73.7613
Spain,1977,1.399143,1.7655947,77.2295,71.2843,13335.212,923.914,1.58236885,74.2569
Spain,1978,1.2899159,1.6235815,77.4773,71.4191,13568.676,946.408,1.4567487,74.4482
Spain,1979,1.177841,1.5017458,78.0473,71.8354,13678.094,931.861,1.3397934,74.94135
Spain,1980,1.0811013,1.3902067,78.5548,72.3909,14005.935,936.76,1.235654,75.47285
Spain,1981,1.0034715,1.2891296,78.7774,72.5375,13895.314,938.647,1.14630055,75.65745
Spain,1982,0.9446665,1.1966808,79.3467,73.173,14046.1045,958.214,1.07067365,76.25985
Spain,1983,0.89386785,1.1218903,79.1326,72.9601,14240.944,993.738,1.007879075,76.04634999999999
Spain,1984,0.8461776,1.0657665,79.6783,73.1985,14313.326,975.956,0.95597205,76.4384
Spain,1985,0.80773056,1.0177071,79.6598,73.0956,14696.966,976.383,0.91271883,76.3777
Spain,1986,0.77416646,0.9764527,79.889,73.4373,15242.98,1012.9,0.8753095799999999,76.66315
Spain,1987,0.7460154,0.93653774,80.2357,73.6022,16273.085,1085.072,0.84127657,76.91895
Spain,1988,0.72261,0.89463615,80.2855,73.5557,17275.508,1276.736,0.808623075,76.92060000000001
Spain,1989,0.69474727,0.8568981,80.4968,73.4721,18360.352,1367.496,0.7758226850000001,76.98445
Spain,1990,0.66844267,0.8176155,80.5573,73.4296,19215.0,1508.123,0.7430290850000001,76.99345
Spain,1991,0.63697875,0.7810558,80.7515,73.506,19958.06,1594.648,0.709017275,77.12875
Spain,1992,0.6029751,0.7419232,81.2641,73.9122,20329.168,1692.904,0.67244915,77.58815
Spain,1993,0.56891024,0.6954133,81.3387,74.1131,20056.54,1733.283,0.63216177,77.7259
Spain,1994,0.5311851,0.64986885,81.7207,74.4973,20673.955,1737.098,0.590526975,78.109
Spain,1995,0.49650168,0.6065501,81.8459,74.5579,21522.098,1820.082,0.55152589,78.2019
Spain,1996,0.4666597,0.56749284,82.0015,74.6873,22185.066,1875.293,0.51707627,78.3444
Spain,1997,0.4419225,0.5348964,82.3522,75.3286,23113.615,1902.499,0.48840945,78.84039999999999
Spain,1998,0.4223053,0.5089916,82.4221,75.4464,24284.861,1980.995,0.46564845,78.93424999999999
Spain,1999,0.40784445,0.48813993,82.4326,75.4601,25549.54,2072.246,0.44799219,78.94635
Spain,2000,0.39542386,0.47316957,82.8408,75.9648,26994.86,2122.535,0.434296715,79.4028
Spain,2001,0.38475934,0.46205115,83.1644,76.2894,28153.553,2193.464,0.423405245,79.7269
Spain,2002,0.37500468,0.45249733,83.2311,76.3914,28753.322,2259.606,0.41375100499999995,79.81125
Spain,2003,0.3660206,0.4422957,83.0669,76.4224,29371.865,2559.89,0.40415815,79.74465000000001
Spain,2004,0.35594982,0.43161625,83.6538,76.9795,30088.092,2637.894,0.393783035,80.31665000000001
Spain,2005,0.34527767,0.41883254,83.6117,77.0203,30885.602,2734.973,0.38205510499999995,80.316
Spain,2006,0.33431783,0.40360698,84.2062,77.6861,31907.424,2847.554,0.368962405,80.94614999999999
Spain,2007,0.3234244,0.38649938,84.1632,77.7531,32735.434,2932.442,0.35496189,80.95815
Spain,2008,0.31150705,0.37026796,84.3348,78.1796,32844.324,3043.115,0.340887505,81.2572
Spain,2009,0.30064002,0.3539288,84.6355,78.5697,31669.691,3175.834,0.32728440999999997,81.6026
Spain,2010,0.29026037,0.33865994,84.9766,78.9747,31786.404,3130.52,0.314460155,81.97565
Spain,2011,0.279838,0.32618484,85.0753,79.2188,31600.0,3054.155,0.30301142,82.14705000000001
Spain,2012,0.27038798,0.31584492,85.0412,79.2847,30645.215,2914.989,0.29311645,82.16295
Spain,2013,0.2624697,0.30752903,85.4682,79.8402,30327.451,2840.593,0.284999365,82.6542
Spain,2014,0.2558058,0.30184916,85.5624,80.0114,30842.184,2883.152,0.27882748,82.7869
Spain,2015,0.250873,0.29829597,85.3394,79.8246,32057.098,3019.529,0.274584485,82.582
Spain,2016,0.24742036,0.29671773,85.7479,80.1828,33002.676,3053.918,0.272069045,82.96535
Spain,2017,0.24563059,0.29467922,85.6442,80.2562,33924.137,3130.828,0.270154905,82.9502
Spain,2018,0.24376372,0.2922941,85.774,80.3497,34553.625,3197.016,0.26802891,83.06184999999999
Spain,2019,0.24110894,0.28943908,86.1398,80.7395,34957.465,3296.513,0.26527401,83.43965
Spain,2020,0.23827478,0.28548113,84.9948,79.4828,30834.514,3450.01,0.261877955,82.2388
Spain,2021,0.23476574,0.28100443,85.7234,80.1422,32553.05,3641.873,0.257885085,82.9328
Spain,2022,0.23052144,0.27579635,85.304,79.4363,34123.387,3632.969,0.253158895,82.37015
Sweden,1970,0.9695301,1.284611,77.2072,72.2303,20269.0,1396.88,1.12707055,74.71875
Sweden,1971,0.93205273,1.2322209,77.3865,71.9676,20320.0,1504.548,1.082136815,74.67705000000001
Sweden,1972,0.89157885,1.1714431,77.5328,72.0262,20725.0,1569.034,1.031510975,74.7795
Sweden,1973,0.8495801,1.1056051,77.7288,72.1623,21509.0,1613.588,0.9775925999999999,74.94555
Sweden,1974,0.8060647,1.0397213,77.8991,72.2044,22132.0,1712.872,0.922893,75.05175
Sweden,1975,0.7624213,0.98061734,77.9489,72.1728,22607.0,1888.095,0.87151932,75.06084999999999
Sweden,1976,0.7273649,0.92787826,77.9592,72.1604,22765.0,1997.921,0.82762158,75.0598
Sweden,1977,0.6970897,0.88756526,78.5665,72.4078,22322.0,2171.047,0.79232748,75.48715
Sweden,1978,0.6716977,0.85317403,78.6926,72.4623,22646.0,2174.853,0.762435865,75.57745
Sweden,1979,0.65181696,0.8194734,78.7269,72.5015,23465.0,2221.426,0.73564518,75.6142
Sweden,1980,0.6320711,0.79065096,78.8559,72.7847,23809.0,2333.211,0.71136103,75.8203
Sweden,1981,0.6171638,0.76405025,79.1412,73.0845,23777.0,2301.661,0.690607025,76.11285000000001
Sweden,1982,0.6041209,0.74289876,79.3851,73.4338,24002.0,2309.27,0.67350983,76.40944999999999
Sweden,1983,0.5923885,0.7267653,79.6456,73.6297,24412.0,2299.217,0.6595769,76.63765000000001
Sweden,1984,0.58397007,0.7129808,79.9371,73.8471,25357.0,2337.211,0.6484754349999999,76.8921
Sweden,1985,0.57474506,0.70375216,79.6977,73.7831,25805.0,2252.787,0.63924861,76.7404
Sweden,1986,0.5660219,0.6969098,80.0253,73.978,26309.0,2271.086,0.63146585,77.00165
Sweden,1987,0.5577947,0.69000226,80.137,74.1571,27016.0,2353.482,0.62389848,77.14705000000001
Sweden,1988,0.548028,0.68196696,79.9323,74.1266,27468.0,2389.478,0.61499748,77.02945
Sweden,1989,0.53630316,0.66958535,80.5632,74.7782,27933.0,2481.663,0.6029442549999999,77.6707
Sweden,1990,0.5195123,0.64911664,80.3897,74.8127,28068.0,2504.186,0.58431447,77.6012
Sweden,1991,0.49331623,0.61682475,80.5358,74.9449,27614.035,2406.023,0.5550704900000001,77.74035
Sweden,1992,0.46063632,0.57227755,80.7792,75.3616,27198.53,2431.203,0.516456935,78.0704
Sweden,1993,0.4230072,0.52647966,80.7728,75.4914,26558.824,2348.935,0.47474343,78.13210000000001
Sweden,1994,0.38931793,0.4827528,81.3817,76.0813,27505.955,2295.383,0.43603536499999995,78.7315
Sweden,1995,0.3598282,0.44651294,81.4412,76.1758,28519.443,2359.68,0.40317057,78.8085
Sweden,1996,0.33758044,0.4188261,81.5197,76.5178,29012.105,2441.378,0.37820327,79.01875
Sweden,1997,0.32214326,0.40047032,81.7962,76.7026,29862.666,2440.764,0.36130679,79.24940000000001
Sweden,1998,0.31230363,0.388473,81.9122,76.8675,31187.164,2574.817,0.350388315,79.38985
Sweden,1999,0.30670333,0.3812335,81.8882,77.067,32705.215,2667.798,0.34396841499999997,79.4776
Sweden,2000,0.3033811,0.3757273,82.0156,77.3797,34202.605,2790.724,0.33955420000000003,79.69765000000001
Sweden,2001,0.3003838,0.36988425,82.0523,77.5428,34666.664,3033.381,0.335134025,79.79755
Sweden,2002,0.29566032,0.36188912,82.0808,77.7147,35569.773,3179.618,0.32877471999999996,79.89775
Sweden,2003,0.2885806,0.3514617,82.4166,77.9076,36435.754,3245.695,0.32002115,80.16210000000001
Sweden,2004,0.27955177,0.33778977,82.6584,78.3525,38016.062,3274.567,0.30867077,80.50545
Sweden,2005,0.2690509,0.3229844,82.745,78.4232,39258.992,3342.849,0.29601765,80.5841
Sweden,2006,0.25859982,0.3091255,82.8965,78.6933,40992.3,3443.949,0.28386266,80.7949
Sweden,2007,0.24930401,0.29677004,82.9428,78.9237,42399.844,3534.601,0.273037025,80.93325
Sweden,2008,0.24152038,0.28643718,83.1171,79.0928,42189.965,3592.131,0.26397878,81.10495
Sweden,2009,0.23498718,0.27830803,83.3204,79.3356,40116.312,3667.61,0.256647605,81.328
Sweden,2010,0.22956622,0.27212062,83.4639,79.5169,42634.754,3639.65,0.25084342,81.4904
Sweden,2011,0.22553758,0.26756933,83.6663,79.7954,42079.0,4632.172,0.24655345499999998,81.73085
Sweden,2012,0.2222201,0.26433468,83.5304,79.8729,41523.145,4702.303,0.24327738999999998,81.70165
Sweden,2013,0.2195648,0.2614436,83.717,80.0971,41661.805,4777.724,0.2405042,81.90705
Sweden,2014,0.21686216,0.25851113,84.0465,80.3563,42346.836,4880.42,0.23768664499999997,82.2014
Sweden,2015,0.21394086,0.2548795,84.0159,80.3199,43782.457,5004.13,0.23441018,82.1679
Sweden,2016,0.21062052,0.25016934,84.0791,80.5677,44131.03,5070.4,0.23039493,82.32339999999999
Sweden,2017,0.20627777,0.24455431,84.1128,80.728,44658.484,5091.078,0.22541603999999998,82.4204
Sweden,2018,0.2014705,0.23886558,84.2556,80.7899,45003.492,5177.359,0.22016804,82.52275
Sweden,2019,0.19675827,0.23333617,84.7295,81.3468,45434.402,5184.229,0.21504722,83.03815
Sweden,2020,0.19237591,0.22839221,84.2841,80.5968,44128.332,5255.061,0.21038406,82.44045
Sweden,2021,0.18851092,0.22369361,84.8129,81.2279,46226.543,5506.738,0.206102265,83.0204
Sweden,2022,0.18510024,0.21917617,84.7404,81.3516,47126.13,5309.833,0.20213820500000002,83.04599999999999
Switzerland,1970,1.2850162,1.6987162,76.165,70.0256,23478.992,1726.937,1.4918662,73.09530000000001
Switzerland,1971,1.2227058,1.6250824,76.2543,70.1669,24486.979,1906.257,1.4238941,73.2106
Switzerland,1972,1.1583991,1.544625,76.8307,70.6231,25356.91,1978.823,1.35151205,73.7269
Switzerland,1973,1.0925127,1.4573104,77.0553,70.9849,26003.715,2037.071,1.27491155,74.0201
Switzerland,1974,1.0249504,1.3664056,77.561,71.1667,25718.27,2134.416,1.195678,74.36385000000001
Switzerland,1975,0.95912826,1.274328,78.0094,71.497,24467.992,2266.888,1.1167281299999998,74.75319999999999
Switzerland,1976,0.8989264,1.18767,78.1394,71.5982,24752.908,2337.908,1.0432982,74.8688
Switzerland,1977,0.84283704,1.1116207,78.6844,71.9666,25430.568,2379.832,0.97722887,75.3255
Switzerland,1978,0.7941372,1.0468276,78.6544,71.887,26158.8,2464.558,0.9204824,75.2707
